1.1867333E+01	1.2299171E+01	1.5660967E+01	1.0225164E+03	1.1221546E+03	8.4143743E+02
1.0937637E+01	1.4386073E+01	1.4272983E+01	1.0046043E+03	1.1396454E+03	7.5689004E+02
1.0769345E+01	1.2601401E+01	1.4394566E+01	9.5907574E+02	1.1097533E+03	8.3662341E+02
9.1063879E+00	1.3698741E+01	1.3712634E+01	1.0340657E+03	1.1057830E+03	8.7383665E+02
1.0146990E+01	9.5780745E+00	1.4827817E+01	9.9978857E+02	1.1286478E+03	7.4446079E+02
1.1114873E+01	1.1808982E+01	1.4137934E+01	9.9121891E+02	1.1102881E+03	9.4016153E+02
1.0529040E+01	1.0505525E+01	1.3633731E+01	9.8207980E+02	1.1365309E+03	9.4005572E+02
1.2402552E+01	1.1407527E+01	1.3745952E+01	1.0418181E+03	1.0849413E+03	8.3185933E+02
8.9854264E+00	1.7741626E+01	1.5362795E+01	1.0090458E+03	1.1460474E+03	8.9135944E+02
1.0800682E+01	8.4896097E+00	1.5188278E+01	9.5663289E+02	1.1009994E+03	7.3812495E+02
1.1126033E+01	1.2085443E+01	1.6040868E+01	1.0917998E+03	1.1222242E+03	8.8780865E+02
1.0205407E+01	1.1197748E+01	1.5008122E+01	1.0005964E+03	1.1067534E+03	8.2927328E+02
1.1123203E+01	1.2948457E+01	1.4295748E+01	1.0228394E+03	1.1326272E+03	9.7447210E+02
1.2827394E+01	1.6481697E+01	1.2906280E+01	1.0258802E+03	1.0859568E+03	7.5998869E+02
9.8445723E+00	1.4280787E+01	1.4940697E+01	9.6557311E+02	1.0936263E+03	1.0081622E+03
1.0614030E+01	1.0357716E+01	1.4070781E+01	1.0573275E+03	1.1527491E+03	8.4167910E+02
9.4390114E+00	8.4155840E+00	1.4810121E+01	1.0221156E+03	1.0956390E+03	8.7724445E+02
1.1800731E+01	1.4119983E+01	1.5724411E+01	1.0182146E+03	1.1017059E+03	9.6118065E+02
9.6733399E+00	9.5197053E+00	1.3810014E+01	1.0620282E+03	1.1183647E+03	9.3220665E+02
1.0055986E+01	1.0211843E+01	1.3824835E+01	1.0187752E+03	1.0995084E+03	7.6677781E+02
1.2565249E+01	1.3163375E+01	1.4137129E+01	9.5048106E+02	1.1202129E+03	7.6348598E+02
1.1905762E+01	8.1938792E+00	1.4797635E+01	1.0124170E+03	1.1427528E+03	7.6352088E+02
1.0168433E+01	1.5890618E+01	1.7351712E+01	1.0553619E+03	1.1185042E+03	9.2984912E+02
1.2118197E+01	1.2257053E+01	1.3277947E+01	1.0570186E+03	1.1548035E+03	8.2865564E+02
1.0274994E+01	1.1414777E+01	1.6375898E+01	1.0226077E+03	1.0852507E+03	8.0282217E+02
1.1116630E+01	1.4019562E+01	1.4198395E+01	9.5152691E+02	1.1107663E+03	8.4689842E+02
1.3017803E+01	1.4015533E+01	1.5757055E+01	1.0528009E+03	1.0978585E+03	9.2659022E+02
1.3482880E+01	1.1377073E+01	1.4583589E+01	1.0109169E+03	1.1250702E+03	8.2671682E+02
1.0512533E+01	1.4755833E+01	1.3752103E+01	1.0199657E+03	1.0893695E+03	8.6585599E+02
1.0966988E+01	1.2918278E+01	1.4137120E+01	1.0595102E+03	1.0784649E+03	6.4643215E+02
1.2143000E+01	1.4750007E+01	1.5842424E+01	1.0276201E+03	1.1083816E+03	7.8418999E+02
1.1668263E+01	1.2658687E+01	1.6273500E+01	8.7788373E+02	1.0772507E+03	7.5083348E+02
1.0743676E+01	1.1522268E+01	1.5845430E+01	9.5260637E+02	1.0973315E+03	7.8656656E+02
1.0769583E+01	1.6371864E+01	1.3710734E+01	9.8294329E+02	1.1050141E+03	7.7629950E+02
1.0137569E+01	1.0041985E+01	1.2695647E+01	9.6612606E+02	1.0804184E+03	8.0471196E+02
