   3.9645325e+00	   6.1000319e+00	   6.7397053e+00	
   2.8845842e+00	   7.3287454e+00	   4.9037931e+00	
   2.0845370e+00	   2.9409332e+00	   3.5437128e+00	
   1.4254859e+00	   2.5593620e+00	   2.4233261e+00	
   2.4997506e+00	   4.0361809e+00	   4.2495761e+00	
   1.5158955e+00	   3.3718787e+00	   2.5770224e+00	
   2.2384456e+00	   4.3020815e+00	   3.8053576e+00	
   2.7782482e+00	   3.3477220e+00	   4.7230219e+00	
   2.9242729e+00	   4.0066580e+00	   4.9712640e+00	
   2.5881379e+00	   4.1794447e+00	   4.3998345e+00	
   3.3779343e+00	   5.0163226e+00	   5.7424883e+00	
   3.8512049e+00	   7.9721599e+00	   6.5470484e+00	
   1.0233523e-01	   5.3338094e-01	   1.7396990e-01	
   2.2131582e-01	   7.1087519e-01	   3.7623690e-01	
   1.0773588e+00	   8.9058945e-01	   1.8315099e+00	
   2.0729164e-03	  -1.1292211e+00	   3.5239578e-03	
   1.6428999e+00	   3.1520977e+00	   2.7929299e+00	
   1.6635992e+00	   2.3245634e+00	   2.8281187e+00	
   2.2504260e+00	   3.9378218e+00	   3.8257242e+00	
   2.2861619e+00	   2.7091650e+00	   3.8864752e+00	
   1.3138314e+00	   2.7466661e+00	   2.2335134e+00	
   1.1866855e+00	   2.0950296e-01	   2.0173654e+00	
   2.7934026e+00	   5.5468915e+00	   4.7487844e+00	
   1.6180547e+00	   3.1601732e+00	   2.7506931e+00	
   6.2879583e-01	   1.0385906e+00	   1.0689529e+00	
   2.0103075e+00	   2.0099178e+00	   3.4175227e+00	
   2.2041320e+00	   2.9619221e+00	   3.7470245e+00	
   1.5889745e+00	   2.6036871e+00	   2.7012566e+00	
   2.6635612e+00	   5.0413181e+00	   4.5280540e+00	
   2.2257821e+00	   2.4435999e+00	   3.7838296e+00	
   1.7871569e+00	   3.8023653e+00	   3.0381667e+00	
   1.9559654e+00	   5.3312130e+00	   3.3251412e+00	
   2.4581818e+00	   3.2582895e+00	   4.1789091e+00	
   1.5585826e+00	   2.7438368e+00	   2.6495905e+00	
   9.4505328e-01	   8.4834411e-01	   1.6065906e+00	
   1.8444157e+00	   1.2796950e+00	   3.1355068e+00	
   2.1291479e+00	   4.4672287e+00	   3.6195514e+00	
   2.5094283e+00	   4.3652830e+00	   4.2660282e+00	
   1.9698765e+00	   2.5125381e+00	   3.3487900e+00	
   1.5426351e+00	   2.4121489e+00	   2.6224796e+00	
   2.5963356e+00	   3.6954846e+00	   4.4137706e+00	
   1.8864716e+00	   1.5638096e+00	   3.2070016e+00	
   2.8070244e+00	   1.7143603e+00	   4.7719415e+00	
   1.9101973e+00	   2.8241877e+00	   3.2473353e+00	
   1.9937079e+00	   2.5900546e+00	   3.3893034e+00	
   1.9081393e+00	   2.3628190e+00	   3.2438369e+00	
   1.0787617e+00	   8.8551249e-01	   1.8338949e+00	
   1.0730485e+00	   3.5800580e-02	   1.8241824e+00	
   1.0387793e+00	   1.1063370e+00	   1.7659249e+00	
   3.7848298e+00	   5.8170523e+00	   6.4342107e+00	
   1.7998110e+00	   1.7801613e+00	   3.0596787e+00	
   2.9404117e+00	   4.8007565e+00	   4.9986998e+00	
   2.3491563e+00	   3.2874844e+00	   3.9935658e+00	
   3.8592803e+00	   5.7010584e+00	   6.5607765e+00	
   2.9270720e+00	   3.1529659e+00	   4.9760224e+00	
   7.7303616e-01	   4.9755624e-01	   1.3141615e+00	
   1.6727609e+00	   2.8643308e+00	   2.8436935e+00	
   2.8916464e+00	   3.6533678e+00	   4.9157989e+00	
   2.2881856e+00	   3.5722602e+00	   3.8899155e+00	
   4.2651954e+00	   8.1107083e+00	   7.2508322e+00	
   1.9521097e+00	   3.6168854e+00	   3.3185864e+00	
   4.4813593e-01	   1.5705898e+00	   7.6183108e-01	
   2.4440833e+00	   5.7102307e+00	   4.1549416e+00	
